Ri05_06_001|士道！　戻ってこれたの
To05_02_008|ど・ち・ら・か・と言えば？　なにかしら？
To05_02_009|ふんっ。まあ、せいぜい朝刊に載らないよう、　十二分に気を付けてちょうだい
To05_02_010|……で、何の用だったのよ。　私に用があったんでしょ？
To05_02_011|それとも、可愛い妹の身体を見て劣情を催したあげく、頭が真っ　白になっちゃったとか？
To05_02_012|ふーん……
To05_02_013|高台公園か……それ、気になるわね。　こっちでも調べてみるわ……でも、士道の話が本当なら、　原因を究明するのは難しいような気がするけど……
To05_02_014|十香の様子がおかしかったって言ったわね？　もしかすると、そこに近づいた者や調べようとした者の意識に、　なんらかの介入が行われているのかもしれない
To05_02_015|こっちの意識を勝手にいじれるってことよ。　ここにはいたくない、とか……。　そもそもここは最初からこうだった、みたいな感じ
To05_02_016|ええ、そうよ。だからこれは、答えのない問題のようなもの。　……士道にその記憶がどうして残ってたのかはわからないけど、　ね
To05_02_017|その調子で自分をしっかり保ってなさい。　あなたの記憶が、何らかの突破口になる可能性もあるわ
To05_02_018|でも、もし士道の記憶が意図的に残されたものだったとしたら、　これは、一種の警告かもしれないわね。　私たちに介入するなっていう、警告……
To05_02_019|さぁ？　正直お手上げ状態よ。　わかってるのは、天宮市全体から特殊な霊力反応が出てる……。　それだけだもの
To05_02_020|とりあえず……情報が揃うまでは、　高台の奥には不用意に近づかない方が良いわね。　ちょっと危険過ぎる
To05_02_021|……私たちは今、何か大きなトラブルの渦中にいるわ。　天宮市を中心にこの異変は起こっている……これに、　精霊が関係しないはずがない
To05_02_022|――何か目的があって、私たちをこの状況に追い込んでいる……　それだけは、間違いないわね
To05_02_023|そんな顔するんじゃないわよ
To05_02_024|それとこれとは話が別よ。〈ラタトスク〉だって、必死に動いて　る。あなたは自分の役目……十香たちの精神を安定させることを　考えて。これは士道にしかできないことなんだから
To05_02_025|ただ……もし、おかしなことに気が付いたら報告してちょうだい。　次も同じようにいくとは限らないけど……
Ku05_02_001|おー！　いただきまーす！
K05_03_012|……今日、〈フラクシナス〉で結界を破れないか試してみたの。　〈ラタトスク〉本部と連絡が取れないままじゃ、どの道ジリ貧に　なっていくのは目に見えてるから
K05_03_013|でも、結論から言うとそれは不可能だった
K05_03_014|ええ、悔しいけどね。〈フラクシナス〉の[基礎顕現装置*ベーシックリアライザ]と、　[制御顕現装置*コントロールリアライザ]の生成する膨大な魔力を持ってしてもダメ
K05_03_015|最大出力の[収束魔力砲*ミストルティン]も歯が立たなかったし……力技ではどうに　もならないわね
K05_03_016|そ、それだけじゃないわよ。　あなたと違って、こっちは単細胞生物じゃないんだから
K05_03_017|別にいいわよ。士道が変に器用で複雑な人間だったら、逆に疲れ　そうだし
K05_03_018|はぁ……とにかく、今のところどん詰まりには違いないわね
K05_03_019|何よ……ひょっとして励ましてるつもり？　もう少し気の利いた　こと言えないのかしら
K05_03_020|ふん、似合わないことしようとするからよ。でも、ありがと。　気持ちは貰っておくわ
K05_03_021|ん？　待って……ちょっと角度を変えて試してみれば……？
K05_03_022|士道みたいに、正面突破ばかりじゃダメってことよ
K05_03_023|封印には、ある程度そういう面も必要だけどね。　今回の場合はダメでしょ
K05_03_024|考えてみれば、ここまで強力で範囲の広い結界を誰にも気付かれ　ずに張るなんて不可能だわ。普通なら、絶対探知される
K05_03_025|だからこそ、よ。おそらくだけど、何か仕掛けがあるわね……
K05_03_026|例えば――結界を安定させる足場みたいなものがあって、作って　たものをそれにのせた……とか
K05_03_027|だけど、それも見つからない以上は机上の空論に過ぎないわね。　でも、似たようなものは必ずあると思う
K05_03_028|そうね……ま、何か不審なものを見つけたりしたら教えてちょう　だい
K05_03_029|……でも、逆に言えばできるのはそれくらいよ。少なくとも今の　ところはね。士道より優秀なエージェントが今まさに働いてくれ　てる最中なんだから
K05_03_030|むしろ、そっちは私たちに任せて、士道は精霊たちの状態を落ち　着けることに専念してちょうだい
K05_03_031|何よ、いやに素直じゃない
K05_03_001|……
K05_03_032|な、何でもないわよ！　と、とにかく、仮に足場があるとするな　らば、よほど強力な擬態をしているってことよ
K05_03_033|あれもそのひとつね。　だけど、そんな表面的なものだったら、　〈フラクシナス〉で調べたときに引っかかってるはず……
K05_03_034|だから、異物ということも認識できなくなっているのかも　しれない
K05_03_035|この世界に完全に溶け込んでいて――というより、むしろそのも　のになっていて、そこにあることが当然になってると考えるべき　かしらね……
K05_03_036|さぁ？　知らないわよ。士道の足りない頭も遊ばせてないで考え　なさい
K05_03_037|それにしても、結界を張ったヤツは何が目的でこんな事してるの　かしら？　そもそも、どんな意味が……？
K05_03_038|精霊を……ってこと？　確かに、可能性はあるわね
K05_03_039|……ええ、わかってるわよ
K05_03_040|それじゃ、今日はもう休むわ
K05_03_041|おやすみ、おにーちゃん
K05_03_002|……ッ！？
K05_03_003|この……ド変態がああああーーーーっ！！！！
K05_03_004|わかってるわよ。　わざとやってたら、その程度で済ますわけないでしょう？
K05_03_005|通報されて今頃、とっくに夜のワイドショーで　時の人になってるわよ。　親友の誰かさんがきっと引っ張りダコにされるでしょうね
K05_03_006|『これは洒落じゃなく、アイツはいつかやると思ってました。　だから常々、セクシャルビースト五河と呼んでたくらいですから。　でもまさか妹とそういうことになるとは……』とか言われて
K05_03_007|そうなりたくなかったら、ノックくらいしなさいよ。　ゼニイシだってもう少し考え深く生きてるわよ
K05_03_008|なによ？
K05_03_009|はぁ？
K05_03_010|ふん、士道に心配されるようじゃ、私も末期ね
K05_03_011|……私の身体は大丈夫よ。問題は違う方
Ko05_03_007|士道、こっちこっち
Ko05_03_008|遅いわよ
Ko05_03_009|口ごたえしない！
Ko05_03_010|それじゃ……とりあえずベンチにでも座りましょうか
Ko05_03_011|たまにはいいじゃない。公園だって
Ko05_03_012|だいたい、そんなにお金持ってるわけじゃないんだし、　毎回お金のかかるデートしてたら、あなたが大変なんじゃ　ないの？
Ko05_03_013|私が良いって言ってるんだから良いの。　ほら、さっさと座りなさい！
Ko05_03_014|それで……確認しておくけれど
Ko05_03_015|昨日言ったことに嘘はないでしょうね？
Ko05_03_016|……『もし俺に出来る事があるなら、言ってくれ。おまえのため　なら、なんだってしてやるからさ』。　……確かにそう言ったわよね
Ko05_03_017|……一つ、頼みたいことがあるんだけど
Ko05_03_018|でも、こんなこと頼んだら……士道、私のこと変に思うかもしれ　ないし
Ko05_03_019|……本当？　今、何だってって言ったわよね？
Ko05_03_020|もう一度だけ聞くわ。――本当に、何でもしてくれるのね？
Ko05_03_021|……そ。じゃあ――
Ko05_03_022|いたっ！　ちょっと、足動かさないでよ！
Ko05_03_023|……なによ、士道は膝枕もしらないの？
Ko05_03_024|公衆って……周りには誰もいないじゃない
Ko05_03_025|何だってしてやるって言ってたじゃない。　膝枕くらいでうだうだ言わないの
Ko05_03_026|それとも、嘘だったのかしら、あの言葉？
Ko05_03_027|なら、黙って膝枕する！
Ko05_03_028|かわいい妹が疲れてるんだから、　少しくらいリフレッシュに協力しなさいよ
