Ri01_06_001|心配したぞシドー！　大事はなかったか？
To01_02_059|ぬ！？　来いッ、シドーォォォォ！
To01_02_060|おお！　うまそーだぞシドー！　チーズがとろとろだ！
To01_02_061|ん、ずいぶん悔しそうだなシドー。　私とやるには、ちと修行が足りなかったのではないか？
To01_02_062|むう……いかん。画面を見ていたら、お腹が空いてきたな
To01_02_063|うむ。また勝負したくなったら、いつでも言うがいいぞ？　おお、そうだ！　次はシドーをあんかけチャーハンにしてやろう！
To01_02_064|シドー！　私の力はまだまだこんなものではないぞ？　もうすぐ肉汁たっぷりの俵型ハンバーグにしてやるからな！
To01_02_065|シドー、今の技……。　緊急回避でかわせると知っていたのではないのか？
To01_02_066|……真剣勝負だと思ったのに、がっかりだぞ、シドー……。　私は手加減されていたのだろう？
To01_02_067|シドー……私と勝負するなら真剣勝負で頼む。　どんなことであれ、シドーに欺かれるのは……。　その、とても悲しい気分だぞ……
To01_02_068|むう……いかん！　画面を見てたら、お腹が空いてきた……
To01_02_069|うむ。なあシドー……次に勝負するときは、　『ガチンコ』というヤツで頼むぞ？
To01_02_070|ん！　次、シドーに勝ったら何に変身させてやろうか？　やはり、あんかけチャーハンがいいか？　それとも、五目チャーハンか？
To01_02_071|――し、シドー！　凜祢！
To01_02_072|け、見学してもよいか！？
To01_02_073|む！　[夕餉*ゆうげ]の準備だ！　これから用意するのだろう？
To01_02_074|おお！　では頼む！　見学させてくれ！
To01_02_075|そんな事はない！　是非頼む！
To01_02_076|本当か！
To01_02_077|おお！　凜祢！　恩に着るぞ！
To01_02_078|そ、それはしかし……い、いいのか？　私はうまくできぬかもしれないぞ？
To01_02_079|う、うむ……
To01_02_080|し、シドーは駄目だ！
To01_02_081|ダメなものはダメなのだ！
To01_02_082|う、うむ、なるほど……
To01_02_083|ぴー、ぴーらー？　なんだそれは？
To01_02_084|おおっ！　いとも簡単に剥けていくではないか！　なんだか楽しくなってきたぞ！　凜祢は凄いな！
To01_02_085|り、凜祢！　こ、こんな感じでよいのか？
To01_02_086|ん、そうか！
To01_02_087|こ、これならどうだ？
To01_02_088|う、うむ！
To01_02_089|シドー！　た、食べてみてくれ！
To01_02_090|ど、どうだ……！？
To01_02_091|おお！　そうか！　では、こっちのも食べてみてくれ！　それからこっちも！
To01_02_092|ん、そ、そうだな！　すまん、シドー……
To01_02_093|ぬ！？　そ、そうだったな！　シドーに食べてもらうことに夢中で忘れていた！
To01_02_094|うむ！　では、いただくぞっ！
To01_02_095|おおっ！？　こ、この風味は格別だぞシドー！　ジャガイモも煮崩れしないまま、中までしっかり火が通ってて、　味が滲みてるのだ！
To01_02_096|うむ！　凜祢のお陰だ。礼を言うぞ！
To01_02_097|うむ！　また一緒に作りたいな！
Ku01_02_001|おお！　これはいい匂いだな！
Ku01_02_002|うむ！　いただきますなのだ！
Ku01_02_003|ほくほくしてうまいな、シドー
Ku01_02_004|おふくろのあじ？
Ku01_02_005|ふむ……なるほどなぁ。　では、私も料理するときはおふくろの味を目指せば良いのだな！
Ku01_02_006|む！　シドー、私だって料理くらいできるぞ。　クッキィとかはたまにつくったりするし……
Ku01_02_007|すまん凜祢、頼む！
Ku01_02_008|うむ！　任せておくのだ！
K01_03_001|ふあ～……
K01_03_002|し、シドー！？
K01_03_003|そ、そうだな！　すまん！
K01_03_004|な、何でもないのだ！
K01_03_005|ん？
K01_03_006|こ、こここ、これは何でもないのだ！　練習でちょっと――
K01_03_007|な……っ！　なんでもない！　とにかくシドーは気にしなくて　いいのだ！
K01_03_008|う、うむ……善処しよう
To01_03_001|スー……スー……
To01_03_002|グー……スー……グー……スー……
To01_03_003|ふあぁ～あ……
To01_03_004|ん！？　し、シドーではないか！　今はいったい！？
To01_03_005|ぬ！？　もう[昼餉*ひるげ]だと！？　待てシドー！
To01_03_006|し、シドー！　今日はこれを食べるのだ！
To01_03_007|わ、私が、弁当を作ってみたのだ！
To01_03_008|う、うむ！
To01_03_009|……し、シドーは、私の作った弁当ではイヤか？
To01_03_047|む！　どこへ行くのだ！　シドー！
To01_03_048|ん？　シドー、戻ったのか
To01_03_049|……し、シドー？
To01_03_050|もしかするとシドーは……。　私の料理が下手だから……食べてくれなかったのか？
To01_03_051|ん、そうか。事情がわかって安心したぞ。　……シドーは、そういう男であったな
To01_03_052|うむ。よいのだ
To01_03_053|し、しかし……あれだ……
To01_03_054|凜祢のように、上手にはできぬかもしれんが、　いつか……食べてくれるか？　シドー？
To01_03_055|あ、いや……シドーがあまりにも戻ってこないので、　自分で食べてしまったのだ……すまん
To01_03_037|ん、そ、そうか……
To01_03_038|やはり、シドーは凜祢の方が良いのだな……
To01_03_039|シドーは家庭的で料理のうまい[女子*おなご]が……。　好みなのだろう？
To01_03_040|むうー……！
To01_03_041|う、うるさい！　そんなのは駄目なのだ！　そんなのは……
To01_03_042|わ、私よりも……凜祢の方が……ぐ、ぐぐ……っ
To01_03_043|……鳶一折紙も……私を愚弄しにきたのか……ッ！
To01_03_044|し、シドーは……やはり私より……凜祢や鳶一折紙を……。　ぐっ……ぐぐぐぐ……っ！
To01_03_045|そんなのは……そんなのは……駄目だ……っ
To01_03_046|そんなのは……駄目なのだぁぁぁぁぁぁぁ――――っ！！！！
To01_03_010|ん！　遠慮などするな。シドーが望むなら毎日だって作ってやる　ぞ？
To01_03_011|ぬ！？　し、シドーが、どうしてそのことを知っているのだ！？
To01_03_012|――ま、まさか！　密偵を放って、監視させていたのではあるまいな！？
To01_03_013|む……そ、そうか
To01_03_014|ん、構わぬが、どうかしたのか？
To01_03_015|そうか。では、早く済ませてくるがいい
To01_03_016|シドー、用事は済んだのか？
To01_03_017|ん？　ここではいかんのか？
To01_03_018|そ、そうか。シドーがそう言うなら、どこへでもついていくぞ？
To01_03_019|うむ！
To01_03_020|凜祢のように、うまくは作れなかったかもしれんが……
To01_03_021|そ、そうか……
To01_03_022|どうぞ、召し上がるのだ！
To01_03_023|お！？　そ、そうか！　では、他のも食べてみてくれ！
To01_03_024|ん……で、では、明日も作って欲しいということか？
To01_03_025|ぬう……そうか……。では、また作って欲しくなったら言うのだ　ぞ？
To01_03_026|私の分……だと？
To01_03_027|は！？　シドーの弁当を作ることに夢中で、　自分の分をすっかり忘れていたのだ！
To01_03_028|うー……腹の具合が……
To01_03_029|ど……どうしたのだ？
To01_03_030|ん？
To01_03_031|う、うむ……
To01_03_032|おお！　私の[昼餉*ひるげ]！？
To01_03_033|凜祢、恩に着るぞ！
To01_03_034|ぬ？　二人分あるようだが？
To01_03_035|では、全部食べてもよいのか？
To01_03_036|うむ！　任せるがいい。では、いただくぞ！
Ku01_03_001|ん！？　ど、どこへゆくのだ！　シドー！
Ri01_03_001|し、シドー！
Ri01_03_002|う、うむ！　それでだな！　実はこれを昨日の……
Ri01_03_003|――ん？　シドー……それは？
Ri01_03_004|む……そ、そうか
Ri01_03_005|な、何でもない……何でもないのだ！
To01_03_056|……むぅ、では、例のモノを入手できたのだな？
To01_03_057|う、うむ！
To01_03_058|ん！　助力、感謝する！
To01_03_059|おーい！　シドー！
To01_03_060|シドー！　こんなところで、どうしたのだ？
To01_03_061|そ、そうか！　デェトか！
To01_03_062|むう……これは早速、アイテムを使用せねばなるまい！
To01_03_063|い、いや大丈夫だ！　大丈夫なんだが、ちょ、ちょっと待っててくれ
To01_03_064|おお、これだこれだ！　では、拝見させてもらうぞ
To01_03_065|むう……『ついに到来、天然女子が萌える夏！　今年の夏は頭の　中までゆるフワ系がモッテモテ！？』……っと、　これではないようだな
To01_03_066|……ん？　『また会いたくさせるマル秘テクニック解禁！　今日からあなたもリアクション美人！』　……違う違う！
To01_03_067|ん！？　特集ページ！　これだ！
To01_03_068|なになに……『女らしい女のデートとは？』　ほう……ふむふむ……なるほど……
To01_03_069|……よし！　これでいくのだ！
To01_03_070|すまぬシドー！　待たせたな！
To01_03_071|うむ！　まだ全部を習得できたわけではないがな
To01_03_072|な、なななな、何でもない！　は、早くデェトするのだ！
To01_03_073|こっちだシドー！　ついて来るがいい！
To01_03_074|うむ、デェトだ！
To01_03_075|ん、どこへも行かんぞ？
To01_03_076|し、シドーはここで座って待っておればよいのだ！
To01_03_077|うーむ、卵、卵、卵はどこだ！？　おお！　おまえが卵だな！
To01_03_078|んー、ぼーると……それから計量すぷーんか。　どこだ？　――そこか！　違う。ここか！　いない！　ならば……ここだな！？
To01_03_079|あうー！
To01_03_080|だ、駄目だ！
To01_03_081|シドーは、そこで座ってなければならないのだ！　男子厨房に入るべからずだぞ！
To01_03_082|ケホッ！　ケホッ！　……く！　視界が悪くなってしまったぞ！
To01_03_083|ん！　いかん！　卵と牛乳入れるの忘れていた！
To01_03_084|ぬ！？　しまった！　こ、これでは床が滑って危ないではないか！
To01_03_085|おのれ、牛乳め！　小癪な真似を！
